ID,생산년도,모델출시년도,브랜드,차량모델명,판매도시,판매구역,주행거리,배기량,압축천연가스(CNG),경유,가솔린,하이브리드,액화석유가스(LPG),가격
TRAIN_57113,2008,2007,hyundai,i30,SWG,POD,200000,1582,0,1,0,0,0,23.66
TRAIN_57114,2021,2016,renault,megane,TOR,KUJ,1,1332,0,0,1,0,0,141.05
TRAIN_57115,2012,2011,audi,a6,VHK,MAL,231000,2967,0,1,0,0,0,75.27
TRAIN_57116,2007,2005,bmw,seria-3,ZHF,ZAC,210000,2497,0,0,1,0,0,34.97
TRAIN_57117,2010,2008,bmw,seria-7,LCW,KUJ,220000,2993,0,1,0,0,0,90.87
TRAIN_57118,2005,2002,opel,vectra,WRZ,WIE,149000,1796,0,0,1,0,0,18.07
TRAIN_57119,2016,2012,volkswagen,golf,ZWA,SLA,223000,1968,0,1,0,0,0,83.07
TRAIN_57120,2004,2003,bmw,seria-5,ZHF,ZAC,308000,2497,0,1,0,0,0,19.49
TRAIN_57121,2008,2004,bmw,seria-1,GNI,WIE,187000,1997,0,0,1,0,0,26.0
TRAIN_57122,2009,2004,ford,focus,QYA,WIE,150000,1596,0,0,1,0,0,23.27
TRAIN_57123,2017,2017,hyundai,i30,LIG,OPO,66000,1368,0,0,1,0,0,59.15
TRAIN_57124,2010,2007,renault,laguna,KMI,POM,143120,1995,0,1,0,0,0,27.17
TRAIN_57125,2012,2010,opel,meriva,GNI,WIE,109271,1398,0,0,1,0,0,34.97
TRAIN_57126,2006,2002,opel,vectra,WAL,DOL,260000,1910,0,1,0,0,0,14.29
TRAIN_57127,2009,2003,renault,scenic,SIE,MAZ,235000,1870,0,1,0,0,0,15.47
TRAIN_57128,2016,2015,ford,s-max,BYD,KUJ,116628,1997,0,1,0,0,0,129.87
TRAIN_57129,2010,2008,opel,insignia,MRA,WAR,205000,1796,0,0,1,0,0,31.07
TRAIN_57130,2013,2010,nissan,juke,HVR,SLA,148000,1598,0,0,1,0,0,50.44
TRAIN_57131,2008,2004,volvo,s40,BIA,POL,265000,1998,0,1,0,0,0,25.35
TRAIN_57132,2011,2011,opel,zafira,PLO,MAZ,212973,1956,0,1,0,0,0,41.47
TRAIN_57133,2016,2013,nissan,qashqai,PKO,MAZ,100957,1197,0,0,1,0,0,74.1
TRAIN_57134,2010,2008,renault,megane,UYP,MAL,150000,1397,0,0,1,0,0,27.17
TRAIN_57135,1999,1998,opel,astra,GLO,POD,35000,1995,0,1,0,0,0,3.36
TRAIN_57136,2016,2015,audi,a4,XOK,ZAC,209000,1968,0,1,0,0,0,84.5
TRAIN_57137,2010,2007,renault,laguna,POR,SLA,207960,1995,0,1,0,0,0,34.97
TRAIN_57138,2001,1999,mercedes-benz,cl-klasa,GLI,SLA,80642,4966,0,0,1,0,0,73.97
TRAIN_57139,2007,2001,volkswagen,polo,GUB,LUU,140591,1781,0,0,1,0,0,23.4
TRAIN_57140,2005,2003,bmw,seria-5,RAD,MAZ,290000,2497,0,0,0,0,1,29.25
TRAIN_57141,2008,2003,mazda,3,OWB,POM,145000,1560,0,1,0,0,0,17.55
TRAIN_57142,2011,2009,opel,astra,GDA,POM,211344,1364,0,0,1,0,0,6.11
TRAIN_57143,2010,2005,opel,zafira,SAN,SWI,174000,1598,0,0,1,0,0,25.87
TRAIN_57144,2011,2007,ford,mondeo,RSA,LUB,240000,1997,0,1,0,0,0,33.67
TRAIN_57145,2012,2008,opel,insignia,EZQ,MAZ,204000,1956,0,1,0,0,0,36.27
TRAIN_57146,2016,2014,mercedes-benz,vito,WAR,MAZ,67910,2000,0,1,0,0,0,97.37
TRAIN_57147,2011,2009,opel,astra,DIZ,WIE,214400,1956,0,1,0,0,0,30.55
TRAIN_57148,2003,2000,audi,a4,LWO,DOL,280000,1896,0,1,0,0,0,12.35
TRAIN_57149,2007,2007,volvo,v70,RAD,MAZ,202000,1999,0,0,1,0,0,29.77
TRAIN_57150,2019,2015,hyundai,tucson,WAR,MAZ,99900,1591,0,0,1,0,0,106.31
TRAIN_57151,2012,2009,bmw,seria-5,BCZ,DOL,94428,1997,0,0,1,0,0,88.4
TRAIN_57152,2021,2019,toyota,corolla,JAS,POD,5,1598,0,0,1,0,0,128.45
TRAIN_57153,2016,2010,ford,focus,DTF,POM,112000,999,0,0,1,0,0,52.0
TRAIN_57154,2011,2008,bmw,seria-7,PIO,SWI,152003,2993,0,1,0,0,0,101.27
TRAIN_57155,2012,2009,opel,astra,INO,KUJ,70000,1364,0,0,1,0,0,44.85
TRAIN_57156,2014,2009,opel,astra,ZAB,SLA,214000,1686,0,1,0,0,0,34.97
TRAIN_57157,2014,2008,renault,megane,FMD,MAL,89000,1598,0,0,1,0,0,47.97
TRAIN_57158,2016,2014,nissan,x-trail,WAR,MAZ,70564,1598,0,1,0,0,0,109.07
TRAIN_57159,2014,2012,mercedes-benz,a-klasa,WYS,MAZ,179000,1461,0,1,0,0,0,62.27
TRAIN_57160,2005,2003,toyota,avensis,ELB,WAR,235000,1998,0,0,1,0,0,20.67
TRAIN_57161,2017,2014,skoda,fabia,WAR,MAZ,113715,1197,0,0,1,0,0,56.94
TRAIN_57162,2020,2014,hyundai,i20,KWG,WIE,21349,1248,0,0,1,0,0,73.71
TRAIN_57163,2009,2004,mitsubishi,colt,SMA,MAZ,165000,1332,0,0,1,0,0,18.07
TRAIN_57164,2010,2007,renault,laguna,GNI,WIE,210000,1461,0,1,0,0,0,20.54
TRAIN_57165,2014,2008,ford,fiesta,FXV,MAZ,69124,998,0,0,1,0,0,38.87
TRAIN_57166,2010,2005,opel,zafira,LOM,POL,201000,1796,0,0,1,0,0,27.3
TRAIN_57167,2021,2014,toyota,aygo,FIR,SLA,1,998,0,0,1,0,0,63.7
TRAIN_57168,2012,2007,audi,a4,RZE,POD,260000,1798,0,0,1,0,0,55.77
TRAIN_57169,2009,2004,opel,astra,YCI,SLA,184000,1598,0,0,1,0,0,19.76
TRAIN_57170,2016,2013,citroen,c4-picasso,WAR,MAZ,78100,1997,0,1,0,0,0,89.7
TRAIN_57171,2006,2004,audi,a6,LAS,LOD,338000,2393,0,0,1,0,0,20.41
TRAIN_57172,2002,2002,opel,vectra,ZHF,ZAC,220000,2198,0,0,0,0,1,5.85
TRAIN_57173,2004,2003,volkswagen,touran,YHZ,POM,214000,1896,0,1,0,0,0,18.2
TRAIN_57174,2010,2009,renault,grand-scenic,KUT,LOD,215000,1598,0,0,1,0,0,24.57
TRAIN_57175,2001,1998,bmw,seria-3,SYC,DOL,288000,1895,0,0,0,0,1,6.37
TRAIN_57176,2009,2007,mercedes-benz,c-klasa,ISD,SLA,167000,1597,0,0,1,0,0,44.07
TRAIN_57177,2011,2003,audi,a3,KIE,SWI,118000,1390,0,0,1,0,0,38.87
TRAIN_57178,2007,2006,opel,corsa,LES,WIE,185800,1229,0,0,1,0,0,5.98
TRAIN_57179,2002,2000,volkswagen,passat,RZE,POD,277000,1896,0,1,0,0,0,13.91
TRAIN_57180,2005,2004,audi,a6,WRZ,WIE,269032,2393,0,0,1,0,0,22.75
TRAIN_57181,2003,1995,volkswagen,sharan,QJD,LOD,199981,1781,0,0,1,0,0,14.17
TRAIN_57182,2017,2011,audi,a6,BIA,POL,31700,1984,0,0,1,0,0,133.77
TRAIN_57183,2006,2006,honda,cr-v,EGS,KUJ,250000,1998,0,0,1,0,0,42.77
TRAIN_57184,2014,2009,volkswagen,polo,GRV,POM,119235,1198,0,0,1,0,0,32.37
TRAIN_57185,2016,2012,volvo,v40,WAR,MAZ,123306,1969,0,1,0,0,0,68.25
TRAIN_57186,2013,2009,opel,astra,NER,WAR,213000,1598,0,0,1,0,0,45.37
TRAIN_57187,2016,2009,volkswagen,polo,QNH,SLA,83000,999,0,0,1,0,0,46.15
TRAIN_57188,2020,2017,hyundai,i30,ZJT,WIE,41217,1353,0,0,1,0,0,115.57
TRAIN_57189,2012,2007,volkswagen,tiguan,LOM,POL,225000,1968,0,1,0,0,0,62.4
TRAIN_57190,2008,2006,opel,corsa,KLO,DOL,196230,1248,0,1,0,0,0,13.78
TRAIN_57191,2006,2005,bmw,seria-3,SGA,POD,152000,1995,0,0,1,0,0,24.44
TRAIN_57192,2007,2007,ford,mondeo,ELM,SLA,180000,1596,0,0,1,0,0,28.6
TRAIN_57193,2017,2011,toyota,yaris,GDA,POM,66000,1497,0,0,0,1,0,73.45
TRAIN_57194,2005,2003,fiat,panda,SIC,KUJ,195000,1108,0,0,1,0,0,9.75
TRAIN_57195,2013,2013,mazda,3,JZV,WIE,119417,1496,0,0,1,0,0,55.77
TRAIN_57196,2013,2012,kia,ceed,ZAW,SLA,216000,1396,0,1,0,0,0,34.32
TRAIN_57197,2009,2008,volkswagen,golf,KKR,POD,172175,1390,0,0,1,0,0,24.57
TRAIN_57198,2002,1997,audi,a6,SAD,MAZ,174000,2400,0,0,1,0,0,20.15
TRAIN_57199,2018,2014,volkswagen,passat,GMH,MAL,122628,1968,0,1,0,0,0,114.27
TRAIN_57200,2010,2005,opel,zafira,PTB,LUU,236937,1910,0,1,0,0,0,25.74
TRAIN_57201,2008,2001,volkswagen,polo,BRA,WIE,192960,1198,0,0,1,0,0,15.34
TRAIN_57202,2006,2002,opel,meriva,TOR,KUJ,212000,1598,0,0,1,0,0,11.7
TRAIN_57203,2003,1999,opel,zafira,KUT,LOD,260000,1998,0,0,1,0,0,11.57
TRAIN_57204,2013,2006,opel,corsa,HUM,POD,173000,1398,0,0,1,0,0,29.77
TRAIN_57205,2019,2014,opel,corsa,PZR,WIE,23000,1199,0,0,0,0,1,45.57
TRAIN_57206,2010,2005,toyota,yaris,TVH,SLA,142264,1329,0,0,1,0,0,29.77
TRAIN_57207,2012,2011,honda,civic,BES,LUU,78000,1798,0,0,1,0,0,53.3
TRAIN_57208,2006,2005,opel,zafira,FET,LOD,189000,1998,0,0,0,0,1,28.47
TRAIN_57209,2008,2004,skoda,octavia,PSV,MAZ,250000,1896,0,1,0,0,0,25.87
TRAIN_57210,2009,2008,volvo,xc-60,KBG,POD,228175,2400,0,1,0,0,0,62.27
TRAIN_57211,2008,2004,audi,a4,ZEB,SLA,173400,1896,0,1,0,0,0,33.67
TRAIN_57212,2002,2002,mercedes-benz,e-klasa,VYG,MAL,214000,2148,0,1,0,0,0,25.35
TRAIN_57213,2015,2009,toyota,avensis,TEN,MAL,169000,1995,0,1,0,0,0,62.4
TRAIN_57214,2007,2006,ford,s-max,LOD,LOD,212000,1997,0,1,0,0,0,22.09
TRAIN_57215,2008,2007,ford,mondeo,KUT,LOD,257000,1999,0,0,1,0,0,25.87
TRAIN_57216,2017,2013,nissan,qashqai,ELK,WAR,72200,1197,0,0,1,0,0,98.54
TRAIN_57217,2008,2002,mercedes-benz,e-klasa,PAW,SWI,617000,2148,0,1,0,0,0,37.05
TRAIN_57218,2004,2002,honda,accord,KIY,KUJ,130000,2204,0,1,0,0,0,27.3
TRAIN_57219,2015,2012,bmw,seria-3,WAR,MAZ,284600,1995,0,1,0,0,0,89.7
TRAIN_57220,2015,2008,opel,insignia,LEB,POM,209000,1956,0,1,0,0,0,63.57
TRAIN_57221,2012,2008,opel,insignia,ZAB,SLA,83000,1998,0,0,1,0,0,47.97
TRAIN_57222,2009,2008,audi,q5,BIL,LUB,229558,1984,0,0,1,0,0,66.3
TRAIN_57223,2017,2014,opel,corsa,WAR,MAZ,129500,1398,0,0,1,0,0,51.87
TRAIN_57224,2004,1998,bmw,seria-3,SZA,WIE,176000,1796,0,0,1,0,0,9.75
TRAIN_57225,2014,2009,renault,scenic,UII,LUB,190000,1461,0,1,0,0,0,42.77
TRAIN_57226,2017,2014,nissan,x-trail,LUB,LUB,55748,1618,0,0,1,0,0,110.5
TRAIN_57227,2008,2003,volkswagen,touran,MIE,KUJ,253320,1968,0,1,0,0,0,29.77
TRAIN_57228,2012,2011,opel,zafira,LUB,LUB,169000,1956,0,1,0,0,0,50.57
TRAIN_57229,1999,1995,opel,vectra,ZDU,LOD,304000,1598,0,0,0,0,1,7.67
TRAIN_57230,1999,1998,opel,astra,PIL,WIE,187000,1400,0,0,0,0,1,6.5
TRAIN_57231,2011,2004,skoda,octavia,ZAB,SLA,150970,1197,0,0,0,0,1,38.35
TRAIN_57232,2017,2015,hyundai,tucson,DLU,DOL,112177,1591,0,0,1,0,0,116.87
TRAIN_57233,2013,2012,mazda,6,CZE,SLA,149000,1998,0,0,1,0,0,71.24
TRAIN_57234,2017,2014,opel,corsa,OLE,DOL,58620,1398,0,0,1,0,0,51.87
TRAIN_57235,2010,2008,citroen,berlingo,XOK,ZAC,195700,1560,0,1,0,0,0,25.61
TRAIN_57236,2006,2003,bmw,seria-5,CZE,SLA,200000,2497,0,0,1,0,0,41.21
TRAIN_57237,2005,2002,honda,accord,OLS,WAR,208500,2204,0,1,0,0,0,15.47
TRAIN_57238,2006,2004,audi,a4,PLO,MAZ,198235,1595,0,0,1,0,0,24.57
TRAIN_57239,2019,2016,renault,megane,KAT,SLA,53083,1332,0,0,1,0,0,88.27
TRAIN_57240,2009,2008,opel,insignia,CLO,SLA,198900,1796,0,0,1,0,0,34.97
TRAIN_57241,2008,2003,volkswagen,golf,BOL,DOL,224898,1595,0,0,0,0,1,21.71
TRAIN_57242,2005,2004,audi,a4,LTW,WIE,245000,1781,0,0,1,0,0,27.04
TRAIN_57243,2011,2008,volkswagen,golf,NUK,ZAC,149780,1390,0,0,1,0,0,37.7
TRAIN_57244,2018,2012,volkswagen,golf,WAR,MAZ,199327,1968,0,1,0,0,0,85.54
TRAIN_57245,2014,2013,skoda,octavia,ZAB,SLA,188977,1395,0,0,1,0,0,46.8
TRAIN_57246,1999,1996,bmw,seria-5,BIE,SLA,241209,2494,0,0,0,0,1,9.75
TRAIN_57247,2010,2005,bmw,seria-3,ZTX,OPO,164400,1995,0,0,1,0,0,67.6
TRAIN_57248,2001,2001,mercedes-benz,sl,ZAB,LUU,108300,4966,0,0,1,0,0,89.44
TRAIN_57249,2008,2008,volkswagen,golf,FUG,SLA,184000,1595,0,0,1,0,0,32.37
TRAIN_57250,2008,2004,mercedes-benz,a-klasa,ZYW,OPO,167000,1498,0,0,1,0,0,22.1
TRAIN_57251,2006,2006,honda,civic,TAR,SLA,228982,1799,0,0,1,0,0,28.47
TRAIN_57252,2018,2012,volkswagen,golf,ZAB,LUU,40000,1395,0,0,1,0,0,94.77
TRAIN_57253,2012,2007,audi,a4,ZPW,POD,309000,1968,0,1,0,0,0,59.41
TRAIN_57254,2010,2003,volkswagen,touran,MBQ,OPO,199254,1896,0,1,0,0,0,32.5
TRAIN_57255,2006,2005,seat,leon,POZ,WIE,197000,1595,0,0,0,0,1,21.97
TRAIN_57256,2010,2008,ford,kuga,OPO,OPO,163000,1997,0,1,0,0,0,50.57
TRAIN_57257,2005,2003,renault,espace,MON,LOD,177200,1998,0,0,1,0,0,21.45
TRAIN_57258,2013,2012,hyundai,i30,OLS,WAR,141000,1396,0,0,1,0,0,47.97
TRAIN_57259,2019,2012,volkswagen,golf,GDA,POM,67000,999,0,0,1,0,0,92.56
TRAIN_57260,2003,2003,volkswagen,golf,ZEB,SLA,234000,1896,0,1,0,0,0,8.97
TRAIN_57261,2008,2007,audi,a4,KLV,KUJ,280000,1968,0,1,0,0,0,44.2
TRAIN_57262,2003,2002,opel,vectra,WAR,MAZ,130852,2198,0,0,1,0,0,2.6
TRAIN_57263,2016,2012,volkswagen,golf,VBE,WIE,142000,1598,0,1,0,0,0,59.67
TRAIN_57264,2012,2005,bmw,seria-3,KIE,SWI,124477,1995,0,1,0,0,0,38.87
TRAIN_57265,2007,2005,opel,zafira,BOL,DOL,240000,1910,0,1,0,0,0,11.57
TRAIN_57266,2017,2012,toyota,auris,WRO,DOL,76070,1598,0,0,1,0,0,90.87
TRAIN_57267,2017,2015,audi,a4,KAT,SLA,112440,1968,0,1,0,0,0,129.61
TRAIN_57268,2006,2004,mercedes-benz,cls-klasa,SLE,WIE,209000,4966,0,0,1,0,0,72.8
TRAIN_57269,2011,2005,seat,leon,MYS,SLA,166448,1400,0,0,1,0,0,35.75
TRAIN_57270,2013,2008,opel,insignia,ZYW,OPO,199000,1956,0,1,0,0,0,43.42
TRAIN_57271,2014,2011,audi,a6,NYS,OPO,278000,2967,0,1,0,0,0,75.27
TRAIN_57272,2017,2016,fiat,tipo,CFE,POM,30500,1368,0,0,1,0,0,65.0
TRAIN_57273,2012,2009,bmw,seria-5,GDY,POM,174000,2993,0,1,0,0,0,123.5
TRAIN_57274,2020,2016,fiat,tipo,KRA,MAL,5000,1368,0,0,1,0,0,76.57
TRAIN_57275,2016,2014,mercedes-benz,vito,WAR,MAZ,158680,2000,0,1,0,0,0,75.27
TRAIN_57276,2011,2008,renault,megane,XOK,ZAC,204000,1461,0,1,0,0,0,22.1
TRAIN_57277,2017,2015,skoda,superb,POZ,WIE,128558,1395,0,0,1,0,0,106.47
TRAIN_57278,2019,2012,seat,leon,KAT,SLA,23000,1395,0,0,1,0,0,106.47
TRAIN_57279,2014,2012,seat,leon,WAR,MAZ,54296,1197,0,0,1,0,0,57.59
TRAIN_57280,2008,2002,renault,megane,SYK,DOL,193205,1998,0,0,1,0,0,15.21
TRAIN_57281,2018,2011,honda,civic,BCZ,DOL,60106,1498,0,0,1,0,0,112.45
TRAIN_57282,2017,2013,citroen,c4-picasso,GNI,WIE,169000,1560,0,1,0,0,0,60.84
TRAIN_57283,2012,2010,kia,sportage,RAD,MAZ,183000,1591,0,0,1,0,0,55.77
TRAIN_57284,2010,2008,volkswagen,golf,GLI,SLA,197000,1598,0,1,0,0,0,34.97
TRAIN_57285,2016,2014,volkswagen,passat,WRO,DOL,154000,1968,0,1,0,0,0,80.6
TRAIN_57286,2008,2003,audi,a3,KLO,DOL,187695,1595,0,0,1,0,0,37.57
TRAIN_57287,2016,2016,fiat,tipo,LUB,LUB,62093,1368,0,0,1,0,0,48.1
TRAIN_57288,2010,2003,audi,a3,NOW,MAL,169355,1984,0,0,1,0,0,46.67
TRAIN_57289,2011,2010,nissan,juke,ANT,SLA,136000,1598,0,0,1,0,0,49.01
TRAIN_57290,2018,2015,hyundai,tucson,WVW,WIE,169000,1685,0,1,0,0,0,97.37
TRAIN_57291,2014,2008,citroen,c5,MYS,SLA,175000,1997,0,1,0,0,0,50.57
TRAIN_57292,2008,2005,mercedes-benz,b-klasa,ORZ,SLA,172000,1699,0,0,1,0,0,27.04
TRAIN_57293,2006,2001,mercedes-benz,sl,YQI,POD,129119,4966,0,0,1,0,0,83.81
TRAIN_57294,2013,2009,opel,astra,ARC,POM,207000,1364,0,0,0,0,1,38.35
TRAIN_57295,2009,2009,renault,scenic,JAN,MAZ,229000,1397,0,0,1,0,0,27.17
TRAIN_57296,2009,2006,audi,tt,POZ,WIE,205000,1968,0,1,0,0,0,57.2
TRAIN_57297,2016,2009,bmw,seria-5,POZ,WIE,151900,1995,0,1,0,0,0,126.23
TRAIN_57298,2006,2003,bmw,seria-5,JYC,MAZ,209000,2497,0,0,1,0,0,42.77
TRAIN_57299,2011,2008,citroen,c5,PLO,MAZ,156566,1598,0,0,1,0,0,28.47
TRAIN_57300,2008,2008,renault,megane,OLS,WAR,210000,1998,0,0,1,0,0,32.37
TRAIN_57301,2001,2000,mercedes-benz,c-klasa,ICX,DOL,290000,2148,0,1,0,0,0,11.44
TRAIN_57302,2016,2012,volkswagen,golf,KOS,WIE,71000,1598,0,1,0,0,0,64.87
TRAIN_57303,2010,2008,renault,megane,LTW,WIE,22800,1461,0,1,0,0,0,23.27
TRAIN_57304,2018,2011,mercedes-benz,b-klasa,HFE,MAZ,71881,1461,0,1,0,0,0,127.27
TRAIN_57305,2012,2010,ford,focus,YEU,ZAC,220000,1560,0,1,0,0,0,32.24
TRAIN_57306,2003,1999,skoda,fabia,UBG,WIE,242000,1198,0,0,1,0,0,6.37
TRAIN_57307,2009,2008,renault,megane,DAB,SLA,170456,1598,0,0,1,0,0,25.87
TRAIN_57308,2010,2010,kia,sportage,QJD,LOD,109000,1998,0,0,0,0,1,64.35
TRAIN_57309,2015,2014,hyundai,i20,RZE,POD,268043,1248,0,0,0,0,1,33.66
TRAIN_57310,2011,2011,audi,a7,WAR,MAZ,263670,2995,0,0,1,0,0,103.87
TRAIN_57311,2019,2017,opel,insignia,ZAB,SLA,95076,1598,0,1,0,0,0,93.6
TRAIN_57312,2013,2006,ford,transit,KUW,POD,103000,2198,0,1,0,0,0,16.79
TRAIN_57313,2011,2008,volvo,xc-60,RAD,MAZ,310000,1984,0,1,0,0,0,68.77
TRAIN_57314,2001,2000,mercedes-benz,c-klasa,KXJ,WIE,181000,1998,0,0,1,0,0,12.22
TRAIN_57315,2015,2012,seat,leon,ZAB,SLA,65864,1390,0,0,1,0,0,74.75
TRAIN_57316,2011,2004,volkswagen,caddy,GNI,WIE,207123,1598,0,1,0,0,0,47.97
TRAIN_57317,2006,2006,honda,civic,PLO,MAZ,203000,2204,0,1,0,0,0,25.87
TRAIN_57318,2005,2005,bmw,seria-3,RYT,LUB,340000,1995,0,1,0,0,0,24.05
TRAIN_57319,2010,2008,citroen,c5,ZHF,ZAC,218000,1560,0,1,0,0,0,23.39
TRAIN_57320,2013,2012,toyota,auris,LOD,LOD,146901,1329,0,0,1,0,0,36.4
TRAIN_57321,2011,2007,ford,mondeo,PNO,ZAC,191000,1596,0,0,1,0,0,40.04
TRAIN_57322,2005,2002,mercedes-benz,e-klasa,ZHF,ZAC,218098,1796,0,0,1,0,0,25.74
TRAIN_57323,2019,2015,honda,hr-v,KAT,SLA,28473,1498,0,0,1,0,0,102.57
TRAIN_57324,2010,2004,audi,a6,VGP,OPO,196000,2698,0,1,0,0,0,36.4
TRAIN_57325,2014,2013,citroen,c4-picasso,GDA,POM,185000,1560,0,1,0,0,0,49.27
TRAIN_57326,2017,2010,ford,focus,TOR,KUJ,102255,1499,0,0,0,0,1,77.87
TRAIN_57327,2001,1998,opel,frontera,SLU,POM,203943,2198,0,0,1,0,0,18.85
TRAIN_57328,2015,2007,audi,a4,CZB,WIE,199000,1968,0,1,0,0,0,85.67
TRAIN_57329,2012,2008,seat,ibiza,MYJ,WIE,175600,1598,0,1,0,0,0,27.17
TRAIN_57330,2018,2012,volkswagen,golf,KJY,LOD,75000,1395,0,0,1,0,0,100.75
TRAIN_57331,2017,2012,volkswagen,golf,WRO,DOL,93379,1395,0,0,1,0,0,116.87
TRAIN_57332,2012,2004,skoda,octavia,OLK,MAL,216722,1598,0,1,0,0,0,36.27
TRAIN_57333,2004,2000,audi,a4,TOR,KUJ,241200,1984,0,0,1,0,0,16.9
TRAIN_57334,2017,2012,kia,ceed,WAR,MAZ,181000,1582,0,1,0,0,0,51.87
TRAIN_57335,2017,2012,bmw,seria-3,ZYR,MAZ,201000,1995,0,1,0,0,0,82.33
TRAIN_57336,2009,2007,audi,a5,PUL,LUB,276000,1968,0,1,0,0,0,58.37
TRAIN_57337,2015,2010,ford,c-max,LIP,KUJ,112000,1596,0,0,1,0,0,58.37
TRAIN_57338,2011,2005,toyota,yaris,OVH,SLA,160000,1329,0,0,1,0,0,29.77
TRAIN_57339,2021,2019,renault,clio,FJV,WIE,10,999,0,0,0,0,1,90.48
TRAIN_57340,2009,2004,opel,astra,LIB,MAL,190000,1364,0,0,1,0,0,18.07
TRAIN_57341,2007,2004,opel,astra,KIE,SWI,185000,1598,0,0,1,0,0,19.37
TRAIN_57342,2014,2011,opel,zafira,TCS,WIE,159365,1598,1,0,0,0,0,58.37
TRAIN_57343,2016,2012,bmw,seria-3,WAR,MAZ,66486,1995,0,1,0,0,0,116.87
TRAIN_57344,2014,2009,bmw,seria-5,ZHF,ZAC,225000,1995,0,1,0,0,0,81.9
TRAIN_57345,2019,2014,toyota,aygo,WAR,MAZ,65106,998,0,0,1,0,0,51.87
TRAIN_57346,2009,2003,audi,a3,LOM,POL,164000,1390,0,0,1,0,0,35.1
TRAIN_57347,2010,2009,bmw,seria-5,PUL,LUB,226000,1995,0,1,0,0,0,82.55
TRAIN_57348,2009,2009,mazda,3,CZE,SLA,208000,1560,0,1,0,0,0,25.87
TRAIN_57349,2007,2006,opel,corsa,NYS,OPO,160500,1248,0,1,0,0,0,15.21
TRAIN_57350,2018,2012,volkswagen,golf,LOM,POL,72000,1968,0,1,0,0,0,122.07
TRAIN_57351,2018,2016,kia,sportage,TCZ,POM,49800,1591,0,0,1,0,0,123.37
TRAIN_57352,2007,2002,opel,vectra,CLO,SLA,195000,1796,0,0,1,0,0,24.57
TRAIN_57353,2009,2007,volkswagen,tiguan,JDK,MAZ,257000,1968,0,1,0,0,0,50.57
TRAIN_57354,2012,2010,kia,sportage,GDA,POM,141803,1685,0,1,0,0,0,70.07
TRAIN_57355,2005,2004,opel,astra,QHC,POD,166000,1998,0,0,1,0,0,19.49
TRAIN_57356,2009,2007,mercedes-benz,c-klasa,POR,SLA,229000,2148,0,1,0,0,0,39.0
TRAIN_57357,2007,2008,honda,jazz,KRA,MAL,151997,1246,0,0,1,0,0,20.8
TRAIN_57358,2018,2012,volkswagen,golf,GSY,MAZ,85800,1598,0,1,0,0,0,124.67
TRAIN_57359,2013,2012,hyundai,i30,WAR,MAZ,111088,1591,0,0,1,0,0,52.65
TRAIN_57360,2010,2003,nissan,micra,HCT,WIE,192085,1240,0,0,1,0,0,15.47
TRAIN_57361,2015,2013,skoda,octavia,YTC,MAL,175000,1798,0,0,1,0,0,90.87
TRAIN_57362,2018,2012,seat,leon,JZI,WIE,100463,1598,0,1,0,0,0,77.87
TRAIN_57363,2016,2014,skoda,fabia,BEL,LOD,35930,999,0,0,1,0,0,56.68
TRAIN_57364,2013,2012,honda,cr-v,WAR,MAZ,45159,1997,0,0,1,0,0,89.05
TRAIN_57365,2015,2008,opel,insignia,SIE,MAZ,217677,1956,0,1,0,0,0,56.94
TRAIN_57366,2011,2006,toyota,auris,CHM,DOL,94000,1798,0,0,0,1,0,51.87
TRAIN_57367,2014,2007,ford,mondeo,TYR,LUU,190000,1997,0,1,0,0,0,51.87
TRAIN_57368,2013,2010,volkswagen,sharan,INE,DOL,199999,1968,0,1,0,0,0,91.0
TRAIN_57369,2006,2006,ford,s-max,SZP,KUJ,212823,1997,0,1,0,0,0,26.65
TRAIN_57370,2011,2006,honda,civic,XRI,LOD,137000,1339,0,0,1,0,0,36.27
TRAIN_57371,2018,2016,fiat,tipo,SIE,MAZ,57006,1598,0,1,0,0,0,59.28
TRAIN_57372,2011,2007,mercedes-benz,c-klasa,GRU,KUJ,240000,2143,0,1,0,0,0,45.37
TRAIN_57373,2007,2006,toyota,rav4,SIE,MAZ,256000,2231,0,1,0,0,0,33.67
TRAIN_57374,2013,2009,bmw,seria-5,CAY,SWI,260000,1995,0,1,0,0,0,75.4
TRAIN_57375,2015,2008,opel,insignia,KAD,MAL,203000,1956,0,1,0,0,0,46.8
TRAIN_57376,2018,2017,volkswagen,polo,WIE,MAL,119813,999,0,0,1,0,0,70.07
TRAIN_57377,2017,2012,ford,kuga,ZAB,SLA,61000,1499,0,0,1,0,0,118.97
TRAIN_57378,2018,2010,ford,focus,BYT,SLA,178200,1498,0,1,0,0,0,72.67
TRAIN_57379,2012,2010,kia,sportage,ELB,WAR,166179,1998,0,1,0,0,0,71.5
TRAIN_57380,2009,2005,toyota,aygo,WTE,KUJ,118000,998,0,0,1,0,0,16.64
TRAIN_57381,2004,2003,audi,a3,ZIE,MAZ,285000,1984,0,0,1,0,0,14.95
TRAIN_57382,2008,2008,ford,fiesta,SWG,POD,129000,1388,0,0,1,0,0,24.44
TRAIN_57383,2007,2007,nissan,qashqai,CUL,WIE,266460,1997,0,0,0,0,1,32.49
TRAIN_57384,2015,2012,volkswagen,golf,WAR,MAZ,130000,1395,0,0,1,0,0,64.87
